ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf
2065267,2024-08-16,Kredietregistratie,"I have several hard inquires that were not authorized by myself. XXXX are from a fraudulent XXXX XXXX Credit Card that was opened in my name. XXXX XXXX canceled the card and reported it to the XXXX credit bureaus and this was removed from my credit report except for the hard inquires with Equifax. Equifax refuses to remove the hard inquires. I also have a hard inquiry from XXXX XXXX XXXX, and XXXX from XXXX, neither of which were authorized by myself at any time. The hard inquires that I have on XXXX are accurate and correct, but Equifax refuses to hear and act.",Closed with explanation
2397331,2025-03-21,Incasso,"On XX/XX/2017 I sent a letter to Consumer Collection Management asking for this company to verify the debt that is said I owe from XXXX. I received a letter stating that the balance was confirmed, but I received no validation requested. I have already contacted the credit bureaus concerning this issue.. I did not give permission to any of my current or prior medical providers to release any of my medical information to a third party. I am aware that the HIPAA does allows the release of limited information about me but anything more is to only be revealed with the patient 's authorization. Therefore, my request is twofold -- validation of debt and HIPAA authorization. Requests made to this company were to : Please provide breakdown of fees including any collection costs and medical charges. Provide a copy of my signature with the provider of service to release my medical information to you. Cease any credit bureau reporting until the debt has been validated by me. Consumer Collection Management failed to comply.",Closed with explanation
1335818,2023-04-17,Bankrekening,NEW DOCUMENTS - THIS IS NOT A DUPLICATE FILING - JPMORGAN CHASE CONTINUES TO DENYMY CLAIM OF FRAUD IN MY NAME. THEY HAVE DENIED CLAIMS FILED THROUGH THEIR COMPANY / POLICE REPORTS / CFPB AND NOW DENIED ONCE AGAIN. PLEASE SEE ATTACHED DOCUMENTS.,Closed with explanation
1571765,2023-09-20,Kredietregistratie,when I moved out of my apartment I owed the owner XXXX dollars. they took the money out of my check every pay period until they got the hole balance so every time I apply for an apartment I get denied. so I called the credit people and they said the owner was still on there. I really need that off I fax the credit people the proof that I payed it.so I really wana no can you take that off thank you.,Closed with explanation
2173722,2024-10-22,Incasso,"This was a XXXX bill that at least over 8 years old. They say that their client 's name is US Asset Management , Inc. EOS CCA and US Asset Management , Inc are the same company. 

I disputed the debt and it is still on my credit report with XXXX. 

XXXX ( XXXX, IL ) was trying to collect on this debt before. My guess is that they sold this after it went beyond the statute of limitions on collecting a debt.",Closed with explanation
1907379,2024-05-03,Hypotheek,XXXX XXXX ( mortgage originator at New Day USA ) offered XXXX solutions to help me with the high interest rate loan offered by New Day USA. 1. Buy down points for {$5000.00} to reduce the mortgage rate. 2. 30 days after the closing ( XXXX/XXXX/16 ) I could take advantage of the VA 's rate reduction program. A competitor firm highlighted the VA 's rate reduction program for me. I became apparent to me that buying down the rate was unnecessary. New Day USA duped me into paying an additional {$5000.00} in fees.,Closed with explanation
2171841,2024-10-21,Kredietregistratie,"I have repeatedly sent correspondences to Experian regarding accounts that they are reporting incorrectly. I have repeatedly asked for the methods in which they "" verified '' the information they are reporting. If they truly would investigate these accounts, they would see the errors.Their lack of response and continuous reporting of these erroneous accounts have severely impacted my quality of life and ability to become gainfully employed, as well as find a home for my family in a safe neighborhood. 

The accounts I am disputing are : 1 ) XXXX- Not my account 2 ) XXXX- incorrectly reporting a balance of {$630.00} 3 ) XXXX XXXX XXXX XXXX XXXX XXXX 30 days late on XXXX 2014 4 ) XXXX- Incorrectly reporting a balance of {$1500.00}. 


They have also failed to mark my the accounts as "" disputed '' on my credit report within the 30 days of receiving my letters, as required by law. For these reasons, the only satisfactory outcome is to have these accounts deleted from my credit report.",Closed with explanation
1443350,2023-06-29,Incasso,I have verified my information with this company several times and I am not the person they are looking for. They claim to make a note of it but continue to call over and over.,Closed
1524772,2023-08-18,Kredietregistratie,Experian is reporting fraudulent inquires on my credit from companies listedXX/XX/XXXX XXXX AND XXXXXX/XX/XXXX XXXXXX/XX/XXXX XXXX SHOWS XXXXXX/XX/XXXX XXXXXX/XX/XXXX XXXXXX/XX/XXXX XXXX / XXXX XXXXXX/XX/XXXX XXXX XXXXXX/XX/XXXX XXXX,Closed with non-monetary relief
1924323,2024-05-13,Incasso,"Professional Accounting Management is reporting false information on my cr4edit report. I contacted the company ( XXXX ) XXXX to be told that they are unable to pull anything up under my name, thus being unable to address the issue",Closed with explanation
2052393,2024-08-08,Kredietregistratie,"Merchant credit is being reported on a monthly basis even though it has been claimed in a Chapter XXXX bankruptcy, on my credit report it has been reported each month as a current open past due, unpaid account, this is incorrect especially since this account was discharged in Chapter XXXX bankruptcy, it is still included on credit report as unpaid as of XX/XX/XXXX. I have repeatedly sent certified letters asking for my credit report to reflect the correct information, I 'm a single mother trying to correct my credit, they still try to include incorrect infomation",Closed with explanation
1409369,2023-06-06,Incasso,"I do not owe this debt. I joined a fitness club because i did not have to commit to a contract. I ceased using the services and paid the outstanding balance when i notified the club that I would no longer be using the service. It strikes the wrong cord when this creditor is reporting a balance owing when I had no contract with them. I request full validation from this company or the reporting company. This request is for more than just a simple statement without detail. Rather, I must requisition a careful documentation, including statements, contracts, copies of checks, and any other pertinent information that is being used to ascertain the validity of this account.",Closed with explanation
2445105,2025-04-20,Incasso,I 'm going thru identity theif this is not me their    XXXX   more than this and it 's really affecting my lively Hood i w as living in my own home at the time this any a few more debts were put in my name is their a way we can fix this asap plz hard working mother of  XXXX  need fix this quick,Closed with explanation
2206082,2024-11-14,Kredietregistratie,"its the same old thing with EQ. i dispute an item on my CR and EQ does no investigation just verifies the information. Sent in paperwork proving item was removed off CR in XXXX 2015, but showed back up 6 months ago. i guess there is no law requiring them to investigate or forward info to credit furnisher. i hear there are really no laws about investigating disputes. the system is automated and ran on computers that are outsourced to other countries. the XXXX credit agencies are worried about ID theft yet outsource to XXXX known for id theft. to save a few bucks EQ puts my info into foreign peoples hands. i hear these investigations are never looked. my complaint is that EQ do a real investigation. that "" XXXX. '' DELETED COLLECTION OFF CREDIT REPORT THEN REINSERTED A YEAR LATER WITH NO STOPPING THEM BY EQUIFAX AND NO COMMUNICATION TO ME. I DISPUTED A FEW MONTHS AGO. VERIFIED IN 1 DAY. SOME INVESTIGATION!?!? IM A XXXX VETERAN AND ITS DRIVING ME CRAZY TRYING FIX MY CREDIT REPORT",Closed with explanation
1521211,2023-08-17,Kredietregistratie,"On XXXX/XXXX/2015 I recieved a responsive from Experian stating that if I do n't provide more information they would discontinue their investigation on a dispute I filed. I called XXXX XXXX today and they said my vehicle was paid on time with no lean or repossessions. They could have found that out also. It took XXXX minutes. XXXX is sending me this in writing within a week, something Experian could have done. Also XXXX dispute was removed from XXXX. I do not want a company to represent me if I am not worth the effort. I am going to contact the FTC and BBB and possibly a lawsuit.",Closed with non-monetary relief
1689341,2023-12-09,Bankrekening,I received a call at XXXX from Bank of America a voicemail was left about my account being locked and I am not a Bank of America customer.,Closed with explanation
1928371,2024-05-18,Kredietregistratie,I get an account report with Experian showing open and supposed to show closed as he was paid off completely. I request this account to be closed immediately and be reported to all credits bureaus in the 5 days turn around,Closed with explanation
1979399,2024-06-22,Incasso,"To. the Consumer Financial Protection Bureau Greetings, My name is XXXX XXXX I want to file a complaint against the USAA Federal Savings Bank and to the XXXX for collecting a Debt that I do not owe and unrecognized Account that I never knew, base on my knowledge I only owe XXXX Debts which is settled by the Debt Settlement Company that I enrolled through the Debt Settlement Program the first Debt was settled through XXXX XXXX XXXX XXXX a Secured Credit Card Account. # XXXX which I paid in the amount of {$5800.00} both Me and the XXXX XXXX XXXX XXXX agreed on the settlement letter. and the other Debt was Unsecured Loan with Account # XXXX which is Settled through XXXX XXXX. both Me and this Collection Agency Agreed which I paid in the Amount of {$2100.00} through the debt Settlement Company that I enrolled. can you please Help me to Investigate this case. so that this Bank and the Collection Agency stop their unfair Collection Tactics. 

Sincerely XXXX XXXX",Closed with explanation
2409274,2025-03-29,Hypotheek,"My complaint relates to my loan servicer, Seterus , Inc . Since Seterus began servicing my loan, I have been extremely dissatisfied with their lack of customer service and inaccurate/incomplete reporting on the payment of my mortgage status to the credit reporting agencies. At this time, I am attempting to secure a refinance of my loan with another lender. However, the process has now dragged on for 6 months and the primary road block in the process has been the incomplete and inaccurate reporting on the payment status of my mortgage by the servicer, Seterus. Although it is now late in the month of XX/XX/XXXX, Seterus has not reported any information on the payment status of my loan since XX/XX/XXXX which happens to coincide with the first notice they were given that I intended to refinance the loan elsewhere by requesting a payoff quote. Additionally, the interest rate on my loan is set to increase 1 % on XX/XX/XXXX and Seterus has financial gain at stake by causing delays in information reporting on my loan to the credit reporting agencies. 

The lender that I am attempting to secure a refinanced loan with has received written transaction records of my mortgage payments for the past 12 months noting that they have been made on time ( within grace period ) and they are now pursuing a rapid rescore related to my payment history with the credit reporting agencies. However, this situation is ridiculous, unfair, and causing me to have to pay into a mortgage that is not aligned with my best financial interests as a consumer. 

In addition to what has been stated above, Seterus, Inc. negatively impacted my efforts to refinance by sending an inaccurate "" Verification of Mortgage '' document on XX/XX/XXXX showing that my loan has been late 5 times in the past 12 months but they do not specify which months they are recording as late and they note my loan as "" current ''! Furthermore, Seterus has not reported any late payments to the credit reporting agencies related to my loan since they began servicing it because it would be false reporting since I have been making my payments within the grace period of the due date for my loan while they have been servicing it.",Closed with explanation
1799870,2024-02-23,Hypotheek,"I am not sure if this is the correct forum to file this complaint, but I was told by my mortgage agent this would be a place to start at. My wife and I purchased a foreclosure home, from Huntington Bank, in XXXX, Ohio. We made an offer on XXXX XXXX, XXXX, and agreed to terms on XXXX XXXX, XXXX. Upon entering contract we were told we needed to have financing in place, and an inspection done by XXXX XXXX, XXXX. We obtained our mortgage commitment letter XXXX XXXX, XXXX, and were told we would be clear to close as soon as an appraisal was carried out. All that was needed was for the home to be dewinterized, and utilities to be restored. However the bank failed to notify us that the company in charge of this task was not acting on its responsibilities. As a result we listed our home for sale, and it sold within XXXX hours. We were lead to believe that the transaction was going as scheduled, and proceeded with the sale of our home. XXXX we tried to schedule inspections, prior to the appraisal, but they were delayed due to the lack of utilities, which we were told would be turned on within a week ( as of XXXX XXXX, XXXX ). However delays started to mount up, and by XXXX XXXX, XXXX, we were still waiting for the appraisal, with a closing date of XXXX XXXX, XXXX set on our current home and no way to delay the closing. On that sate I found out that none of the utilities had been turned on, and a new company would be brought in to rectify the issues. It was n't until I called the utility companies, on XXXX XXXX, XXXX, that I found that the bank had been delaying the turn on of utilities, and as a result delaying the appraisal and our closing. I was able to get the utilities turned on by XXXX XXXX, had the appraisal completed, and was told by my mortgage company ( as well as Huntington Bank ) that we would be able to close on XXXX XXXX, XXXX, once the documents were received. However Huntington Bank called on XXXX XXXX, at XXXX pm ( XXXX minutes before their title agency closed ) to cancel our closing ; leaving my wife, myself, and our XXXX animals homeless. We were not able to close until the following Wednesday ( XXXX XXXX, XXXX ) at XXXX XXXX. During this time I was unable to work, we had to board our animals, and we lost a number of deposits and food in the process. We feel it is absolutely outrageous that the bank was able to delay our closing, with little or no notice, while being in breach of a contract they insisted on.",Closed with explanation
1587958,2023-10-01,Hypotheek,"This dispute is in reference to a previous case # XXXX I filed with you and received a response from the SLS. Please review the document they sent you dated XXXX. In the response sent you on XXXX/XXXX/2015 SLs states that my XXXX payment in the amount of XXXX is still due and this is correct. They also state later in the correspondence that the effective date was moved to XXXX/XXXX/2015. I paid my payment of XXXX to SLS and they are showing receipt but have not applied to my loan. I have also completed the paper for a assistance, mainly a forbearance for my mortgage. I believe these actions of delay are intentional. I also believe I am being discriminated against and their purpose is to make me lose my home by delaying processing on my mortage. I am asking for assistance in the matter. Please forward the the company please. My loan number is XXXX",Closed with explanation
1560633,2023-09-11,Hypotheek,"Both my deceased husband and I have asked every company, like Green Light for information about reverse mortgages. We then later found out that people who were with Green Light were loosing their homes ; frantically scared we immediately changed to XXXX Mortgage. Once in XXXX Mortgage, we were promised from the beginning that if anything happened to my husband I will be granted to stay a year in our home. An agreement that we had was for a free consultation, which failed to happen. My husband has since passed away, and XXXX Mortgage transferred the mortgage to Champion Mortgage. I have called for months on end for the MOE Assignment to be transferred to the HUD, yet no one has returned my phone calls, leaving my house to foreclosure. I was given an extension of two 6 months, totalling for a year. I had continued calling the companies in order for the extension of 6 months to go through, but the companies who are assisting this case are not properly following steps for it to take place. Thus leaving me helpless. I was never sent any papers, and the price of the reverse mortgage is extremely high. I was never told there was going to be a lean in the house as well as that when my husband passes I 'll have to pay {$1000.00} each month. I 'm having to spend extra money for legal assistance, I 'm desperately seeking help on this case in any way/ I feel very discriminating as an individual having to go through such things with no help.",Closed with explanation
1598633,2023-10-08,Incasso,"Navient is calling my cell and my work phone multiple times a day. I have asked them to stop calling my work phone because it is interfering with my job. They call me everyday and usually XXXX times a day, even if I talk to them they will call again a few hours later. I have asked them to stop contacting me many times and i will call them to make arrangements because I am unable to negotiate terms with them because they want too much money. I have told them they are harassing me.",Closed with explanation
1697269,2023-12-15,Creditcard,"American Express does not list the actual due date of my credit card statement. Instead, they put a "" Please Pay By '' date that is early in order to trick consumers into paying off their bill early. This is extremely misleading and, frankly, predatory. Companies should be required to list the actual due date of a bill to avoid fees and credit issues - it is a pretty simple request.",Closed with explanation
1451290,2023-07-04,Incasso,"XXXX XXXX Enhanced Recovery Company , LLC is still reporting negative account in all XXXX of the credit reporting agency. I have showed them proof that I have paid my account in full, they have investigated and wrote me a letter of apology and promised to contact all XXXX credit bureau to delete my account. 
I have the email letters from comcast to confirm my account was paid in full.",Closed with non-monetary relief
1831899,2024-03-14,Hypotheek,"US Bank Lost all the Deeds and mortgage documents, Then miraculously they found them. From that moment on Witness came forward under oath clearly showing that the Notary signature and his seals were fake and forgery 's. Then The original witness came forward under oath stating the same thing. US Bank has no standing whatsoever and the Loan has been rescinded by us in a timely manner without being responded to within the 20 day rule. Because the contract was never consummated making it makes any past judgment Void. XXXX XXXX XXXX attorney for XXXX and US Bank Knows that they are committing a criminal act Plus they have consistently violated the OOC Cease and Desist Order. We believe XXXX XXXX has been the primary person involved in sending these falsified document across state lines and may have violated RICO laws in the process.",Closed with explanation
1677842,2023-12-01,Bankrekening,"I am the executor of my Aunt 's estate and have submitted all necessary paperwork to close her Paypal account numerous times but even though they say the account will be closed in 1-2 business days it has been over a month. I have talked to many supervisors there a number of times with no progress. Since there is no office I can go to in person, I need your help to close this account.",Closed with explanation
1297076,2023-03-23,Consumentenkrediet,"I purchased an Infiniti SUV in XXXX XXXX and traded my XXXX Infiniti in who was financed by Wells Fargo Dealer Services. XXXX XXXX was provided a payoff in by Wells Fargo in the amount of {$27000.00} ; this amount was sent to Wells Fargo to payoff my XXXX SUV ( see attachment ). Wells Fargo Dealer Services then contacted XXXX XXXX stating an additional {$260.00} was outstanding on the XXXX SUV and this amount was paid. In the meantime Wells Fargo Dealer Services sent XXXX /30 day late payments to the Credit Reporting Companies ( for XXXX XXXX and XXXX XXXX ). In XXXX XXXX Wells Fargo Dealer Services sent me a refund check in the amount of {$74.00}, this indicates there was never {$260.00} outstanding on the vehicle. This false report has severely damaged my credit and caused me to get denied for a mortgage loan.",Closed with explanation
2348660,2025-02-16,Creditcard,XXXX continues to make fradulent charges to my credit card even after I contacted them.,Closed with explanation
2068034,2024-08-17,Incasso,"this is bill that originated after I went to the hospital ( which I was instructed by the VA to go to the nearest emergency room ). this was not a VA facility but like I said they instructed me to go.the VA has paid all of the other outstanding bills of this hospital dating back to XXXX/XXXX/2015 excluding this one bill. 
The reason the VA had not paid this certain bill is because they said that XXXX XXXX XXXX XXXX had not sent the necessary medical files. I have since been in contact with the VA and this company and now the VA has the correct paperwork and now it is back up for review and it should be paid within 60 days. but in the meantime this bill has been turned over to the collection agency and I have told them the situation and asked for a consideration to reset the time and they have refused",Closed with non-monetary relief
1644225,2023-11-06,Bankrekening,"Supposedly simple, I charged my trip thru my XXXX card. The Agent said, it 's DENIED! So I used a different card XXXX, and everythings okay. I called my XXXX card and i told them that I was dissapointed and embarrassed. The Agent said your'e okay and do n't worry about it. The next day I checked my XXXX account on line, and all the denied charges are there amounting to more than XXXX. I called the XXXX card and my Bank, Chase. They said I authorized it and I ca n't do anything about it. what a hurdle, I went to the bank, and they gave me a hard time as it was my fault, nothing happened. Then I used my card to buy gasoline for XXXX dollars, and it was denied. I went back the next day and told them the problem. For more than XXXX minutes all their responses were irrelevant to the problems. I started raising my voice, thats when they produced a document. They told me to fax the documentation to the dispute office ( to find out that the FAX number is not correct ) I check my statement on line and I can not see anything, then I called them while I 'm on line and they told me that check the statement on line and Yes, it was there but I can not read the statement, very small and not clear. For more than a month it was very stressful and raised my XXXX XXXX. Then at the end of the month, I found out that the bank automatically deducted {$380.00} cents. The email said that the thanking me for the automatic payments. A few days later all the emails were deleted, i can no longer track the messages. At least they removed a lot of disputed charges but end up deducting XXXX item from my checking account without my knowledgedt. I am already old, I 'll be XXXX yo and can no longer handle this problem.",Closed with explanation
1606978,2023-10-14,Creditcard,I contacted my bank Fulton Bank to report a fraudulent charge on my credit card. I was told the charge of {$1900.00} from 2014 by TSBO ( timeshares by owner ) would be removed and I would receive a new card because they would have to cancel my old card. It has been a couple of months and I have yet to see my credit. At this point I do not know where to turn I am XXXX yrs of age XXXX and I feel my bank has not helped me at all regarding this fraudulent charge. I have never heard of this company before until it showed up on my bill. I thought that I understood the law enough to feel that I was not liable for fraudulent charges to my account possibly due to identity theft. It seems Fulton Bank either feels otherwise or is not adhering to the law.,Closed with explanation
2160533,2024-10-14,Hypotheek,I sent in extra escrow payment and they credited to extras principal but it was noted om ck and payment coupon,Closed with explanation
1497184,2023-07-31,Kredietregistratie,"On XXXX XXXX, 2015, XXXX XXXX XXXX XXXX sent their letter to all XXXX Credit Reporting Agency, to have their negative account removed from my credit files. Attached as Exhibit A is a copy of their letter regarding account XXXX. 
On XXXX XXXX, 2015, I sent my letter to Equifax reminding them of the deadline of thirty days to remove the XXXX XXXX XXXX XXXX negative account from my credit file. My letter is attached as Exhibit B. 
As of XXXX XXXX, 2015, Equifax did not remove the XXXX XXXX XXXX XXXX negative account from my credit files, which still appears with the comment : "" Consumer disputes - reinvestigation in process, Consumer disputes after resolution. "" There is nothing to dispute since XXXX XXXX XXXX XXXX unequivocally told the credit reporting agencies in writing, to remove the negative account. All credit reporting agencies removed the negative account, with the exception of Equifax. 
To date, the matter remains unremoved and unresolved with Equifax, while I am incurring substantial financial loss in my inability obtain reasonable financing for my business expansion due to Equifax negligence and/or disregard. Equifax 's credit report on my files is attached as Exhibit C. It shows the the XXXX XXXX XXXX XXXX, negative account still being reported as my account.",Closed with explanation
2286693,2025-01-12,Incasso,"Apex Resolution Group XXXX XXXX XXXX XXXX continues to harass me and even threatened court proceedings. The calls continue after I have informed them of their misconduct. They have purchased a worthless debt from another company who bought it from another company etc ... .etc. They have threatened to "" TELL MY MOM ON ME '' ( she is deceased ). This company has repeated my social security number over and over in an effort to cause tension over the phone. They also verbalized a list of names of former women with whom I have had relationships. They accused me of defaulting on loans that were completely paid off by me. I am a XXXX XXXX XXXX XXXX man and this company should be held accountable for their inappropriate and unprofessional practices. This debt for which they are calling was settled approx. 5 years ago with the XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, SC XXXX ( XXXX ) XXXX. The settlement amount was for {$1200.00}.",Closed with explanation
1900386,2024-04-28,Kredietregistratie,"Please be advised that I mailed via USPS XXXX. Letters to "" Request to provide a Method of Verification, '' for items not being reported legally on my credit report to Equifax , XXXX. XXXX XXXX, XXXX, GA XXXX on XXXX/XXXX/16, XXXX/XXXX/16, XXXX/XXXX/16. Equifax only responded on XXXX/XXXX/2016 with my initial request for a copy of my credit report on XXXX/XXXX/16. 
Equifax has failed to respond to within 5 business days of my XXXX requests for the results of their investigation nor has Equifax provided me with any additional updates on my requests for their Method of Verification. 
I was diligent in documenting these events, including the lack of Equifax 's response to produce the requested documentation a mandated by federal law. I can provide the CFPB with the copies of the USPS receipts, my unanswered letters to Equifax. 
I am respectfully requesting CFPB to intervene on my behalf to resolve my disputes. I appreciate CFPB request Equifax provide us with a proper and diligent method of verification of their investigation as required by FCRA of my inaccurate items reported on Equifax 's credit reporting. Thank you for your prompt response to my request.",Closed with non-monetary relief
2264723,2024-12-27,Kredietregistratie,I have a concern with Equifax adding addresses and removing information off of my report that they did not have permission to do so. They added an address of XXXX XXXX XXXX on my credit report. I have never lived at this address and they had no business doing so. I also added XXXX to my fraud alert so that potential creditors contact me. Someone removed it. I had it added a few weeks ago and someone removed it. I am not pleased with any of this and Equifax is about to have a lawsuit on their hands if this is n't resolved in the next few days.,Closed with explanation
1398869,2023-05-30,Creditcard,"After reviewing my credit report, this company has XXXX different credit accounts listed.i only had XXXX CCA with this company and the account has been paid and closed for several years. This company is currently still reporting to the credit bureau as of 2015 and I have n't had an account with this company in several years.",Closed with explanation
2368955,2025-03-02,Hypotheek,"In XXXX of 2016, I was the real estate XXXX representing a couple trying to buy their first home. That had already been working with XXXX XXXX of Vinson Mortgage at the time, and as the transaction continued, his behavior became more and more hostile and unprofessional to everyone else involved in the transaction.",Closed with explanation
1680349,2023-12-02,Hypotheek,"In XXXX XXXX I modified my mortgage. Written into the modification was a buyers incentive. "" If your make your monthly mortgage payments on time, you will accrue a monthly benefit equal to {$83.00}. This amount will be applied yearly at the anniversary of your trial period plan, for 5 years. If at anytime during this 5 year period the loan becomes XXXX or more full monthly payments past due, you will lose this benefit. This includes the loss of any accrued but unapplied principal reduction benefits and the eligibility to accrue additional principal benefits, even if you bring your mortgage up to date later on. '' My anniversary for this modification was XXXX XXXX. 

In XXXX 2015 I missed a payment because my mother passed away and I had arrangements that needed to be made. My payments were made every month there after. 
On my XXXX statement due XXXX I owed XXXX and had XXXX past due with a XXXX late fee. XXXX was paid on XXXX. On my XXXX statement due XXXX it was the same thing, XXXX due and XXXX past due with an XXXX late fee and XXXX was paid on XXXX. In XXXX I received XXXX statements from Chase. The first was dated XXXX due XXXX which I owed {$1000.00} with {$2000.00} past due. XXXX which I assume was because the XXXX payment was late ). On XXXX I received a revised statement stating that {$1000.00} was due on XXXX and XXXX was past due, so the XXXX payment was credited and I was again XXXX payment behind. My XXXX payment was made on XXXX for XXXX but was not processed until XXXX. That payment was returned NSF due to a XXXX reconciliation error. Still at this point I should have been behind only XXXX payments and my XXXX payment was due. XXXX XXXX was the maturity date on my modification and the {$660.00} that I had occrued should have been payable by Chase as I was less than XXXX payments late because I had paid extra on many payments to catch up with the XXXX and make a full payment.. Chase sold the mortgage to XXXX who claims that I have XXXX in suspense. Chase will not credit me my the {$660.00}. Another payment was made to Chase in XXXX XXXX it was late but made XXXX for {$1100.00} and my XXXX and the returned payment have been sent XXXX. And all that should be due is the original late payment and my current payment. 

I tried to discuss this on the phone with Chase yesterday and they were just rude and unwilling to listen. Could you please help me? I have been counting on that {$660.00} with the balance I have in suspense to make up the missed payment. Plus I am unsure what the {$260.00} charge is from XXXX and I can not get a response from them either other than charges to transfer my loan which I do n't understand why I am paying for Chase to sell my loan. 

Sincerely, XXXX XXXX XXXX. 
XXXX XXXX XXXX XXXX XXXX 
XXXX, AL XXXX",Closed with explanation
2368344,2025-03-02,Incasso,"After securing a loan for new vehicle we were presented with credit scores for myself and my husband from XXXX. Mine is XXXX and my husband 's XXXX. Granted I understand credit scores of spouses do not always match as male head of household tends to be the first name listed on debts, such as mortgages etc. However a discrepancy of XXXX pts did not seem normal, especially since I handle all our finances, thus I pulled his credit report for XXXX , XXXX and XXXX . Upon reviewing his credit report with XXXX I discovered a collection account for XXXX usd with CPA from XXXX and the names of XXXX and XXXX along with the phone number of XXXX attached to my husbands report. All of this information does not belong to us and has been disputed with XXXX under file # XXXX. 

I spoke with XXXX on XX/XX/XXXX and they confirmed the name of XXXX was linked to my husband 's credit report due to the collection from CPA # XXXX After speaking with CPA on XX/XX/XXXX ( XXXX XXXX XXXX ) they also confirmed collection in name of XXXX however, since they have my huband 's SS # in their system of XXXX it is up to me to prove my husband, XXXX, is not XXXX or XXXX and stated they receive information from their clients via XXXX, thus they are not responsible for my husband 's SS # being attached to name of XXXX. 

I proceeded with contacting the original creditor of XXXX at XXXX and they do not have my husbands name nor his SS # in their system, as well as our home address in XXXX. Any accounts under XXXX in their system all start with a SS # of XXXX. And the phone number of XXXX reflects an account for a completely different name. 

In addition this same situation occurred in XX/XX/2008 and I believe is to be with the same name of XXXX. Since at that time we applied for line of credit with local bank, XXXX, they handled the communication with they credit reporting agencies and I believed they told us XXXX has a similar SS # and DOB as my husband 's. I do not have a copy of the letters sent in XX/XX/2008 but do have copy of investigation results from XXXX confirming both collection accounts being deleted with XXXX account held by CPA. 

I do not believe this to be a case of stolen identity, but rather a case of data error and all fingers based on my preliminary investigation point to CPA as being the culprit of the data error.",Closed with explanation
1890742,2024-04-21,Bankrekening,"My mother passed just 5 years ago. She had lived in XXXX, and XXXX with my younger brother which they both owned. I have an older brother in XXXX XXXX, XXXX. She had made a will over five years earlier and aways had taken every opportunity to explain it contents to all of us at family gatherings. As she put it, I do n't want any trouble about this after I 'm gone that 's why I 'm repeating this. The will stated my younger brother receives the house, I would receive what money and savings bonds left. My older brother would receive nothing, as he asked for and received his share of her estate years earlier. My did not think the will was enough to protect me, so she created, with SunTrust Bank 's help, an irrevocable trust in my name. This was n't all, she engaged SunTrust to "" take care of everything '' when she died. We would n't have to do anything. 
After my mother passed and laid to rest. My brothers and I went to the office of SunTrust in XXXX. My brothers asked a financial representative there how to proceed to close the estate. The rep "" XXXX XXXX '' told my brothers were told they could never receive any part of her estate. XXXX did not divulge the trust to them. After they left I told XXXX who I was and said "" the trust '', he nodded. 
A few weeks later, my younger brother and I were to engage a lawyer "" XXXX XXXX XXXX '' and while I was waiting for him, He rushed out and went with out me, after flying down to XXXX He later apologised by saying "" he forgot ''. 
We were all three made "" Administrators '' for my mothers Estate. I contacted the bank by phone, faxing my letter of "" Administration '', I learned there was no trust irrevocable or otherwise. So I went back to XXXX, XXXX with a friend and proceeded to the bank with my papers and spoke with XXXX XXXX VP. She told me that all the trusts were transferred to XXXX, XXXX. I went to XXXX to verify this and they laughed and said of course not! ... I went home, I called the main office, I believe in the state of XXXX. 
I found that no death certificate was filed, I asked how to file and was told send a copy to their office, I did and was notified a copy was no good and corrected the matter. I figured this must be the problem and I was wrong. This is where I contacted the FDIC they told me they would investigate. They did and found out nothing. A few weeks later, I went back to XXXX and I found the people I had been dealing with were let go or about to be. I had spoke to different lawyers not knowing who to trust but I heard how you could end up with nothing after the layers are paid. My mother did n't trust lawyers either, hence why she used SunTrust 's end of life services. I believe the trust was transferred to another branch. At one point I requested all copies of my mothers checks going back five years. XXXX XXXX said "" no problem '', she took my address where to send it. 
After a considerable wait I called XXXX and asked why I had n't received the copies. 
XXXX told me "" we tried to call you ( my cell ) and could n't get in touch and she sent them back. I asked her to resend them and this time she told me it would be {$20.00} per checkup front. I was trying to find the lawyer who made her will, knowing she would pay by check. So, in my mind our lawyer "" XXXX XXXX '' was working against me even though he told us he had to represent us equally. 
So, where is the "" Irrevocable Trust '' and end of life services my mother paid for, meanwhile it 's been almost 5 years.",Closed with explanation
1973438,2024-06-17,Creditcard,Rewards points incorrectly subtracted from account in the first quarter of 2015 on a purchase and my account has been negative in excess of over despite me continuously using my card and earning rewards. Spoke with XXXX via Discover chat who confirmed that this should have not occurred. Transcript attached.,Closed with explanation
